/tmp/ivxv-tools-download/binutils_2.38-4ubuntu2.12_amd64.deb\t3184
/tmp/ivxv-tools-download/cpp-11_11.4.0-1ubuntu1~22.04.3_amd64.deb\t10000304
/tmp/ivxv-tools-download/debhelper_13.6ubuntu1_all.deb\t923308
/tmp/ivxv-tools-download/dh-autoreconf_20_all.deb\t16136
/tmp/ivxv-tools-download/dh-exec_0.23.4build2_amd64.deb\t24964
/tmp/ivxv-tools-download/dh-python_5.20220403_all.deb\t105680
/tmp/ivxv-tools-download/dpkg-dev_1.21.1ubuntu2.6_all.deb\t921736
/tmp/ivxv-tools-download/fakeroot_1.28-1ubuntu1_amd64.deb\t60358
/tmp/ivxv-tools-download/g++-11_11.4.0-1ubuntu1~22.04.3_amd64.deb\t11424396
/tmp/ivxv-tools-download/g++_4%3a11.2.0-1ubuntu1_amd64.deb\t1412
/tmp/ivxv-tools-download/gcc-11_11.4.0-1ubuntu1~22.04.3_amd64.deb\t20143406
/tmp/ivxv-tools-download/gcc_4%3a11.2.0-1ubuntu1_amd64.deb\t5112
/tmp/ivxv-tools-download/libc6-dev_2.35-0ubuntu3.13_amd64.deb\t2101072
/tmp/ivxv-tools-download/libdebhelper-perl_13.6ubuntu1_all.deb\t67204
/tmp/ivxv-tools-download/libdpkg-perl_1.21.1ubuntu2.6_all.deb\t236718
/tmp/ivxv-tools-download/libfakeroot_1.28-1ubuntu1_amd64.deb\t31506
/tmp/ivxv-tools-download/libgcc-11-dev_11.4.0-1ubuntu1~22.04.3_amd64.deb\t2517422
/tmp/ivxv-tools-download/libgmp10_2%3a6.2.1+dfsg-3ubuntu1_amd64.deb\t250148
/tmp/ivxv-tools-download/libisl23_0.24-2build1_amd64.deb\t726854
/tmp/ivxv-tools-download/libmpc3_1.2.1-2build1_amd64.deb\t46868
/tmp/ivxv-tools-download/libstdc++-11-dev_11.4.0-1ubuntu1~22.04.3_amd64.deb\t2100928
/tmp/ivxv-tools-download/linux-libc-dev_5.15.0-186.196_amd64.deb\t1360858
/tmp/ivxv-tools-download/make_4.3-4.1build1_amd64.deb\t179742
