module	version	required_by	declared_at	indirect	go_sum_h1	go_mod_h1	verification_status
golang.org/x/net	v0.29.0	ivxv.ee/sessionstatus	sessionstatus/go.mod	true	h1:5ORfpBpCs4HzDYoodCDBbwHzdR5UrLBZ3sOnUJmFoHo=		not-tested
golang.org/x/net	v0.29.0	ivxv.ee/sessionstatus/api	sessionstatus/api/go.mod	true	h1:5ORfpBpCs4HzDYoodCDBbwHzdR5UrLBZ3sOnUJmFoHo=		not-tested
golang.org/x/net	v0.29.0	ivxv.ee/smartid	smartid/go.mod	true	h1:5ORfpBpCs4HzDYoodCDBbwHzdR5UrLBZ3sOnUJmFoHo=		not-tested
golang.org/x/net	v0.29.0	ivxv.ee/storage	storage/go.mod	true	h1:5ORfpBpCs4HzDYoodCDBbwHzdR5UrLBZ3sOnUJmFoHo=		not-tested
golang.org/x/net	v0.29.0	ivxv.ee/verification	verification/go.mod	true	h1:5ORfpBpCs4HzDYoodCDBbwHzdR5UrLBZ3sOnUJmFoHo=		not-tested
golang.org/x/net	v0.29.0	ivxv.ee/votesorder	votesorder/go.mod	true	h1:5ORfpBpCs4HzDYoodCDBbwHzdR5UrLBZ3sOnUJmFoHo=		not-tested
golang.org/x/net	v0.29.0	ivxv.ee/voting	voting/go.mod	true	h1:5ORfpBpCs4HzDYoodCDBbwHzdR5UrLBZ3sOnUJmFoHo=		not-tested
golang.org/x/net	v0.29.0	ivxv.ee/webeid	webeid/go.mod	true	h1:5ORfpBpCs4HzDYoodCDBbwHzdR5UrLBZ3sOnUJmFoHo=		not-tested
golang.org/x/sys	v0.10.0	tivi.io/core	core/go.mod	true	h1:SqMFp9UcQJZa+pmYuAKjd9xq1f0j5rLcDIk0mj4qAsA=		not-tested
golang.org/x/sys	v0.20.0	xroad	xroad-service/go.mod	true	h1:Od9JTbYCk261bKm4M/mw7AklTlFYIa0bIp9BgSm1S8Y=		not-tested
golang.org/x/sys	v0.25.0	ivxv.ee/choices	choices/go.mod	true	h1:r+8e+loiHxRqhXVl6ML1nO3l1+oFoWbnlu2Ehimmi34=		not-tested
golang.org/x/sys	v0.25.0	ivxv.ee/common/collector	common/collector/go.mod	true	h1:r+8e+loiHxRqhXVl6ML1nO3l1+oFoWbnlu2Ehimmi34=		not-tested
golang.org/x/sys	v0.25.0	ivxv.ee/mid	mid/go.mod	true	h1:r+8e+loiHxRqhXVl6ML1nO3l1+oFoWbnlu2Ehimmi34=		not-tested
golang.org/x/sys	v0.25.0	ivxv.ee/sessionstatus	sessionstatus/go.mod	true	h1:r+8e+loiHxRqhXVl6ML1nO3l1+oFoWbnlu2Ehimmi34=		not-tested
golang.org/x/sys	v0.25.0	ivxv.ee/sessionstatus/api	sessionstatus/api/go.mod	true	h1:r+8e+loiHxRqhXVl6ML1nO3l1+oFoWbnlu2Ehimmi34=		not-tested
golang.org/x/sys	v0.25.0	ivxv.ee/smartid	smartid/go.mod	true	h1:r+8e+loiHxRqhXVl6ML1nO3l1+oFoWbnlu2Ehimmi34=		not-tested
golang.org/x/sys	v0.25.0	ivxv.ee/storage	storage/go.mod	true	h1:r+8e+loiHxRqhXVl6ML1nO3l1+oFoWbnlu2Ehimmi34=		not-tested
golang.org/x/sys	v0.25.0	ivxv.ee/verification	verification/go.mod	true	h1:r+8e+loiHxRqhXVl6ML1nO3l1+oFoWbnlu2Ehimmi34=		not-tested
golang.org/x/sys	v0.25.0	ivxv.ee/votesorder	votesorder/go.mod	true	h1:r+8e+loiHxRqhXVl6ML1nO3l1+oFoWbnlu2Ehimmi34=		not-tested
golang.org/x/sys	v0.25.0	ivxv.ee/voting	voting/go.mod	true	h1:r+8e+loiHxRqhXVl6ML1nO3l1+oFoWbnlu2Ehimmi34=		not-tested
golang.org/x/sys	v0.25.0	ivxv.ee/webeid	webeid/go.mod	true	h1:r+8e+loiHxRqhXVl6ML1nO3l1+oFoWbnlu2Ehimmi34=		not-tested
golang.org/x/text	v0.15.0	xroad	xroad-service/go.mod	true	h1:h1V/4gjBv8v9cjcR6+AR5+/cIYK5N/WAgiv4xlsEtAk=		not-tested
golang.org/x/text	v0.18.0	ivxv.ee/choices	choices/go.mod	true	h1:XvMDiNzPAl0jr17s6W9lcaIhGUfUORdGCNsuLmPG224=		not-tested
golang.org/x/text	v0.18.0	ivxv.ee/common/collector	common/collector/go.mod	true	h1:XvMDiNzPAl0jr17s6W9lcaIhGUfUORdGCNsuLmPG224=		not-tested
golang.org/x/text	v0.18.0	ivxv.ee/mid	mid/go.mod	true	h1:XvMDiNzPAl0jr17s6W9lcaIhGUfUORdGCNsuLmPG224=		not-tested
golang.org/x/text	v0.18.0	ivxv.ee/sessionstatus	sessionstatus/go.mod	true	h1:XvMDiNzPAl0jr17s6W9lcaIhGUfUORdGCNsuLmPG224=		not-tested
golang.org/x/text	v0.18.0	ivxv.ee/sessionstatus/api	sessionstatus/api/go.mod	true	h1:XvMDiNzPAl0jr17s6W9lcaIhGUfUORdGCNsuLmPG224=		not-tested
golang.org/x/text	v0.18.0	ivxv.ee/smartid	smartid/go.mod	true	h1:XvMDiNzPAl0jr17s6W9lcaIhGUfUORdGCNsuLmPG224=		not-tested
golang.org/x/text	v0.18.0	ivxv.ee/storage	storage/go.mod	true	h1:XvMDiNzPAl0jr17s6W9lcaIhGUfUORdGCNsuLmPG224=		not-tested
golang.org/x/text	v0.18.0	ivxv.ee/verification	verification/go.mod	true	h1:XvMDiNzPAl0jr17s6W9lcaIhGUfUORdGCNsuLmPG224=		not-tested
golang.org/x/text	v0.18.0	ivxv.ee/votesorder	votesorder/go.mod	true	h1:XvMDiNzPAl0jr17s6W9lcaIhGUfUORdGCNsuLmPG224=		not-tested
golang.org/x/text	v0.18.0	ivxv.ee/voting	voting/go.mod	true	h1:XvMDiNzPAl0jr17s6W9lcaIhGUfUORdGCNsuLmPG224=		not-tested
golang.org/x/text	v0.18.0	ivxv.ee/webeid	webeid/go.mod	true	h1:XvMDiNzPAl0jr17s6W9lcaIhGUfUORdGCNsuLmPG224=		not-tested
google.golang.org/genproto/googleapis/api	v0.0.0-20240903143218-8af14fe29dc1	ivxv.ee/choices	choices/go.mod	true	h1:hjSy6tcFQZ171igDaN5QHOw2n6vx40juYbC/x67CEhc=		not-tested
google.golang.org/genproto/googleapis/api	v0.0.0-20240903143218-8af14fe29dc1	ivxv.ee/common/collector	common/collector/go.mod	true	h1:hjSy6tcFQZ171igDaN5QHOw2n6vx40juYbC/x67CEhc=		not-tested
google.golang.org/genproto/googleapis/api	v0.0.0-20240903143218-8af14fe29dc1	ivxv.ee/mid	mid/go.mod	true	h1:hjSy6tcFQZ171igDaN5QHOw2n6vx40juYbC/x67CEhc=		not-tested
google.golang.org/genproto/googleapis/api	v0.0.0-20240903143218-8af14fe29dc1	ivxv.ee/sessionstatus	sessionstatus/go.mod	true	h1:hjSy6tcFQZ171igDaN5QHOw2n6vx40juYbC/x67CEhc=		not-tested
google.golang.org/genproto/googleapis/api	v0.0.0-20240903143218-8af14fe29dc1	ivxv.ee/sessionstatus/api	sessionstatus/api/go.mod	true	h1:hjSy6tcFQZ171igDaN5QHOw2n6vx40juYbC/x67CEhc=		not-tested
google.golang.org/genproto/googleapis/api	v0.0.0-20240903143218-8af14fe29dc1	ivxv.ee/smartid	smartid/go.mod	true	h1:hjSy6tcFQZ171igDaN5QHOw2n6vx40juYbC/x67CEhc=		not-tested
google.golang.org/genproto/googleapis/api	v0.0.0-20240903143218-8af14fe29dc1	ivxv.ee/storage	storage/go.mod	true	h1:hjSy6tcFQZ171igDaN5QHOw2n6vx40juYbC/x67CEhc=		not-tested
google.golang.org/genproto/googleapis/api	v0.0.0-20240903143218-8af14fe29dc1	ivxv.ee/verification	verification/go.mod	true	h1:hjSy6tcFQZ171igDaN5QHOw2n6vx40juYbC/x67CEhc=		not-tested
google.golang.org/genproto/googleapis/api	v0.0.0-20240903143218-8af14fe29dc1	ivxv.ee/votesorder	votesorder/go.mod	true	h1:hjSy6tcFQZ171igDaN5QHOw2n6vx40juYbC/x67CEhc=		not-tested
google.golang.org/genproto/googleapis/api	v0.0.0-20240903143218-8af14fe29dc1	ivxv.ee/voting	voting/go.mod	true	h1:hjSy6tcFQZ171igDaN5QHOw2n6vx40juYbC/x67CEhc=		not-tested
google.golang.org/genproto/googleapis/api	v0.0.0-20240903143218-8af14fe29dc1	ivxv.ee/webeid	webeid/go.mod	true	h1:hjSy6tcFQZ171igDaN5QHOw2n6vx40juYbC/x67CEhc=		not-tested
google.golang.org/genproto/googleapis/rpc	v0.0.0-20240903143218-8af14fe29dc1	ivxv.ee/choices	choices/go.mod	true	h1:pPJltXNxVzT4pK9yD8vR9X75DaWYYmLGMsEvBfFQZzQ=		not-tested
google.golang.org/genproto/googleapis/rpc	v0.0.0-20240903143218-8af14fe29dc1	ivxv.ee/common/collector	common/collector/go.mod	true	h1:pPJltXNxVzT4pK9yD8vR9X75DaWYYmLGMsEvBfFQZzQ=		not-tested
google.golang.org/genproto/googleapis/rpc	v0.0.0-20240903143218-8af14fe29dc1	ivxv.ee/mid	mid/go.mod	true	h1:pPJltXNxVzT4pK9yD8vR9X75DaWYYmLGMsEvBfFQZzQ=		not-tested
google.golang.org/genproto/googleapis/rpc	v0.0.0-20240903143218-8af14fe29dc1	ivxv.ee/sessionstatus	sessionstatus/go.mod	true	h1:pPJltXNxVzT4pK9yD8vR9X75DaWYYmLGMsEvBfFQZzQ=		not-tested
google.golang.org/genproto/googleapis/rpc	v0.0.0-20240903143218-8af14fe29dc1	ivxv.ee/sessionstatus/api	sessionstatus/api/go.mod	true	h1:pPJltXNxVzT4pK9yD8vR9X75DaWYYmLGMsEvBfFQZzQ=		not-tested
google.golang.org/genproto/googleapis/rpc	v0.0.0-20240903143218-8af14fe29dc1	ivxv.ee/smartid	smartid/go.mod	true	h1:pPJltXNxVzT4pK9yD8vR9X75DaWYYmLGMsEvBfFQZzQ=		not-tested
google.golang.org/genproto/googleapis/rpc	v0.0.0-20240903143218-8af14fe29dc1	ivxv.ee/storage	storage/go.mod	true	h1:pPJltXNxVzT4pK9yD8vR9X75DaWYYmLGMsEvBfFQZzQ=		not-tested
google.golang.org/genproto/googleapis/rpc	v0.0.0-20240903143218-8af14fe29dc1	ivxv.ee/verification	verification/go.mod	true	h1:pPJltXNxVzT4pK9yD8vR9X75DaWYYmLGMsEvBfFQZzQ=		not-tested
google.golang.org/genproto/googleapis/rpc	v0.0.0-20240903143218-8af14fe29dc1	ivxv.ee/votesorder	votesorder/go.mod	true	h1:pPJltXNxVzT4pK9yD8vR9X75DaWYYmLGMsEvBfFQZzQ=		not-tested
google.golang.org/genproto/googleapis/rpc	v0.0.0-20240903143218-8af14fe29dc1	ivxv.ee/voting	voting/go.mod	true	h1:pPJltXNxVzT4pK9yD8vR9X75DaWYYmLGMsEvBfFQZzQ=		not-tested
google.golang.org/genproto/googleapis/rpc	v0.0.0-20240903143218-8af14fe29dc1	ivxv.ee/webeid	webeid/go.mod	true	h1:pPJltXNxVzT4pK9yD8vR9X75DaWYYmLGMsEvBfFQZzQ=		not-tested
google.golang.org/grpc	v1.68.0	ivxv.ee/choices	choices/go.mod	true	h1:aHQeeJbo8zAkAa3pRzrVjZlbz6uSfeOXlJNQM0RAbz0=		not-tested
google.golang.org/grpc	v1.68.0	ivxv.ee/common/collector	common/collector/go.mod	false	h1:aHQeeJbo8zAkAa3pRzrVjZlbz6uSfeOXlJNQM0RAbz0=		not-tested
google.golang.org/grpc	v1.68.0	ivxv.ee/mid	mid/go.mod	true	h1:aHQeeJbo8zAkAa3pRzrVjZlbz6uSfeOXlJNQM0RAbz0=		not-tested
google.golang.org/grpc	v1.68.0	ivxv.ee/sessionstatus	sessionstatus/go.mod	true	h1:aHQeeJbo8zAkAa3pRzrVjZlbz6uSfeOXlJNQM0RAbz0=		not-tested
google.golang.org/grpc	v1.68.0	ivxv.ee/sessionstatus/api	sessionstatus/api/go.mod	true	h1:aHQeeJbo8zAkAa3pRzrVjZlbz6uSfeOXlJNQM0RAbz0=		not-tested
google.golang.org/grpc	v1.68.0	ivxv.ee/smartid	smartid/go.mod	true	h1:aHQeeJbo8zAkAa3pRzrVjZlbz6uSfeOXlJNQM0RAbz0=		not-tested
google.golang.org/grpc	v1.68.0	ivxv.ee/storage	storage/go.mod	true	h1:aHQeeJbo8zAkAa3pRzrVjZlbz6uSfeOXlJNQM0RAbz0=		not-tested
google.golang.org/grpc	v1.68.0	ivxv.ee/verification	verification/go.mod	true	h1:aHQeeJbo8zAkAa3pRzrVjZlbz6uSfeOXlJNQM0RAbz0=		not-tested
google.golang.org/grpc	v1.68.0	ivxv.ee/votesorder	votesorder/go.mod	true	h1:aHQeeJbo8zAkAa3pRzrVjZlbz6uSfeOXlJNQM0RAbz0=		not-tested
google.golang.org/grpc	v1.68.0	ivxv.ee/voting	voting/go.mod	true	h1:aHQeeJbo8zAkAa3pRzrVjZlbz6uSfeOXlJNQM0RAbz0=		not-tested
google.golang.org/grpc	v1.68.0	ivxv.ee/webeid	webeid/go.mod	true	h1:aHQeeJbo8zAkAa3pRzrVjZlbz6uSfeOXlJNQM0RAbz0=		not-tested
google.golang.org/protobuf	v1.34.1	xroad	xroad-service/go.mod	true	h1:9ddQBjfCyZPOHPUiPxpYESBLc+T8P3E+Vo4IbKZgFWg=		not-tested
google.golang.org/protobuf	v1.34.2	ivxv.ee/choices	choices/go.mod	true	h1:6xV6lTsCfpGD21XK49h7MhtcApnLqkfYgPcdHftf6hg=		not-tested
google.golang.org/protobuf	v1.34.2	ivxv.ee/common/collector	common/collector/go.mod	true	h1:6xV6lTsCfpGD21XK49h7MhtcApnLqkfYgPcdHftf6hg=		not-tested
google.golang.org/protobuf	v1.34.2	ivxv.ee/mid	mid/go.mod	true	h1:6xV6lTsCfpGD21XK49h7MhtcApnLqkfYgPcdHftf6hg=		not-tested
google.golang.org/protobuf	v1.34.2	ivxv.ee/sessionstatus	sessionstatus/go.mod	true	h1:6xV6lTsCfpGD21XK49h7MhtcApnLqkfYgPcdHftf6hg=		not-tested
google.golang.org/protobuf	v1.34.2	ivxv.ee/sessionstatus/api	sessionstatus/api/go.mod	true	h1:6xV6lTsCfpGD21XK49h7MhtcApnLqkfYgPcdHftf6hg=		not-tested
google.golang.org/protobuf	v1.34.2	ivxv.ee/smartid	smartid/go.mod	true	h1:6xV6lTsCfpGD21XK49h7MhtcApnLqkfYgPcdHftf6hg=		not-tested
google.golang.org/protobuf	v1.34.2	ivxv.ee/storage	storage/go.mod	true	h1:6xV6lTsCfpGD21XK49h7MhtcApnLqkfYgPcdHftf6hg=		not-tested
google.golang.org/protobuf	v1.34.2	ivxv.ee/verification	verification/go.mod	true	h1:6xV6lTsCfpGD21XK49h7MhtcApnLqkfYgPcdHftf6hg=		not-tested
google.golang.org/protobuf	v1.34.2	ivxv.ee/votesorder	votesorder/go.mod	true	h1:6xV6lTsCfpGD21XK49h7MhtcApnLqkfYgPcdHftf6hg=		not-tested
google.golang.org/protobuf	v1.34.2	ivxv.ee/voting	voting/go.mod	true	h1:6xV6lTsCfpGD21XK49h7MhtcApnLqkfYgPcdHftf6hg=		not-tested
google.golang.org/protobuf	v1.34.2	ivxv.ee/webeid	webeid/go.mod	true	h1:6xV6lTsCfpGD21XK49h7MhtcApnLqkfYgPcdHftf6hg=		not-tested
gopkg.in/yaml.v3	v3.0.1	xroad	xroad-service/go.mod	true	h1:fxVm/GzAzEWqLHuvctI91KS9hhNmmWOoWu0XTYJS7CA=		not-tested
ivxv.ee/common/collector	v1.9.11	ivxv.ee/choices	choices/go.mod	false			local-replace
ivxv.ee/common/collector	v1.9.11	ivxv.ee/mid	mid/go.mod	false			local-replace
ivxv.ee/common/collector	v1.9.11	ivxv.ee/proxy	proxy/go.mod	false			local-replace
ivxv.ee/common/collector	v1.9.11	ivxv.ee/sessionstatus	sessionstatus/go.mod	false			local-replace
ivxv.ee/common/collector	v1.9.11	ivxv.ee/sessionstatus/api	sessionstatus/api/go.mod	false			local-replace
ivxv.ee/common/collector	v1.9.11	ivxv.ee/smartid	smartid/go.mod	false			local-replace
ivxv.ee/common/collector	v1.9.11	ivxv.ee/storage	storage/go.mod	false			local-replace
ivxv.ee/common/collector	v1.9.11	ivxv.ee/verification	verification/go.mod	false			local-replace
ivxv.ee/common/collector	v1.9.11	ivxv.ee/votesorder	votesorder/go.mod	false			local-replace
ivxv.ee/common/collector	v1.9.11	ivxv.ee/voting	voting/go.mod	false			local-replace
ivxv.ee/common/collector	v1.9.11	ivxv.ee/webeid	webeid/go.mod	false			local-replace
ivxv.ee/sessionstatus/api	v1.9.11	ivxv.ee/choices	choices/go.mod	false			local-replace
ivxv.ee/sessionstatus/api	v1.9.11	ivxv.ee/mid	mid/go.mod	false			local-replace
ivxv.ee/sessionstatus/api	v1.9.11	ivxv.ee/sessionstatus	sessionstatus/go.mod	false			local-replace
ivxv.ee/sessionstatus/api	v1.9.11	ivxv.ee/smartid	smartid/go.mod	false			local-replace
ivxv.ee/sessionstatus/api	v1.9.11	ivxv.ee/verification	verification/go.mod	false			local-replace
ivxv.ee/sessionstatus/api	v1.9.11	ivxv.ee/voting	voting/go.mod	false			local-replace
ivxv.ee/sessionstatus/api	v1.9.11	ivxv.ee/webeid	webeid/go.mod	false			local-replace
tivi.io/core	v0.2.2-0.20241127235149-149435f9e4f4	ivxv.ee/common/collector	common/collector/go.mod	false	h1:NgIyqKugpgiIia6wiRM6I9E1XStcitd1x8wIs0z75f8=		proxy-unavailable
tivi.io/core	v0.2.2-0.20241127235149-149435f9e4f4	ivxv.ee/voting	voting/go.mod	false	h1:NgIyqKugpgiIia6wiRM6I9E1XStcitd1x8wIs0z75f8=		proxy-unavailable
