module	version	go_sum_h1	go_mod_h1	declared_in
google.golang.org/protobuf	v1.34.2	h1:6xV6lTsCfpGD21XK49h7MhtcApnLqkfYgPcdHftf6hg=	h1:qYOHts0dSfpeUzUFpOMr/WGzszTmLH+DiWniOlNbLDw=	choices/go.sum;choices/go.sum;common/collector/go.sum;common/collector/go.sum;mid/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;sessionstatus/go.sum;smartid/go.sum;smartid/go.sum;storage/go.sum;storage/go.sum;verification/go.sum;verification/go.sum;votesorder/go.sum;votesorder/go.sum;voting/go.sum;voting/go.sum;webeid/go.sum;webeid/go.sum
gopkg.in/alecthomas/kingpin.v2	v2.2.6		h1:FMv+mEhP44yOT+4EoQTLFTRgOQ1FBLkstjWtayDeSgw=	core/go.sum
gopkg.in/check.v1	v0.0.0-20161208181325-20d25e280405	h1:yhCVgyC4o1eVCa2tZl7eS0r+SDo693bJlVdllGtEeKM=	h1:Co6ibVJAznAaIkqp8huTwlJQCZ016jof/cbN4VW5Yz0=	choices/go.sum;common/collector/go.sum;core/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;smartid/go.sum;storage/go.sum;verification/go.sum;votesorder/go.sum;voting/go.sum;webeid/go.sum;xroad-service/go.sum;xroad-service/go.sum
gopkg.in/check.v1	v1.0.0-20180628173108-788fd7840127		h1:Co6ibVJAznAaIkqp8huTwlJQCZ016jof/cbN4VW5Yz0=	core/go.sum
gopkg.in/errgo.v2	v2.1.0		h1:hNsd1EY+bozCKY1Ytp96fpM3vjJbqLJn88ws8XvfDNI=	core/go.sum
gopkg.in/ini.v1	v1.51.0		h1:pNLf8WUiyNEtQjuu5G5vTm06TEv9tsIgeAvK8hOrP4k=	core/go.sum
gopkg.in/ini.v1	v1.53.0		h1:pNLf8WUiyNEtQjuu5G5vTm06TEv9tsIgeAvK8hOrP4k=	core/go.sum
gopkg.in/resty.v1	v1.12.0		h1:mDo4pnntr5jdWRML875a/NmxYqAlA73dVijT2AXvQQo=	core/go.sum
gopkg.in/yaml.v2	v2.0.0-20170812160011-eb3733d160e7		h1:JAlM8MvJe8wmxCU4Bli9HhUf9+ttbYbLASfIpnQbh74=	core/go.sum
gopkg.in/yaml.v2	v2.2.1		h1:hI93XBmqTisBFMUTm0b8Fm+jr3Dg1NNxqwp+5A1VGuI=	core/go.sum
gopkg.in/yaml.v2	v2.2.2		h1:hI93XBmqTisBFMUTm0b8Fm+jr3Dg1NNxqwp+5A1VGuI=	core/go.sum
gopkg.in/yaml.v2	v2.2.4		h1:hI93XBmqTisBFMUTm0b8Fm+jr3Dg1NNxqwp+5A1VGuI=	core/go.sum
gopkg.in/yaml.v2	v2.2.8		h1:hI93XBmqTisBFMUTm0b8Fm+jr3Dg1NNxqwp+5A1VGuI=	choices/go.sum;common/collector/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;smartid/go.sum;storage/go.sum;verification/go.sum;votesorder/go.sum;voting/go.sum;webeid/go.sum
gopkg.in/yaml.v2	v2.3.0		h1:hI93XBmqTisBFMUTm0b8Fm+jr3Dg1NNxqwp+5A1VGuI=	core/go.sum
gopkg.in/yaml.v2	v2.4.0	h1:D8xgwECY7CYvx+Y2n4sBz93Jn9JRvxdiyyo8CTfuKaY=	h1:RDklbk79AGWmwhnvt/jBztapEOGDOx6ZbXqjP6csGnQ=	choices/go.sum;choices/go.sum;common/collector/go.sum;common/collector/go.sum;mid/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;sessionstatus/go.sum;smartid/go.sum;smartid/go.sum;storage/go.sum;storage/go.sum;verification/go.sum;verification/go.sum;votesorder/go.sum;votesorder/go.sum;voting/go.sum;voting/go.sum;webeid/go.sum;webeid/go.sum
gopkg.in/yaml.v3	v3.0.0-20200313102051-9f266ea9e77c	h1:dUUwHk2QECo/6vqA44rthZ8ie2QXMNeKRTHCNY2nXvo=	h1:K4uyk7z7BCEPqu6E+C64Yfv1cQ7kz7rIZviUmN+EgEM=	choices/go.sum;common/collector/go.sum;core/go.sum;core/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;smartid/go.sum;storage/go.sum;verification/go.sum;votesorder/go.sum;voting/go.sum;webeid/go.sum;xroad-service/go.sum
gopkg.in/yaml.v3	v3.0.0-20210107192922-496545a6307b		h1:K4uyk7z7BCEPqu6E+C64Yfv1cQ7kz7rIZviUmN+EgEM=	choices/go.sum;common/collector/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;smartid/go.sum;storage/go.sum;verification/go.sum;votesorder/go.sum;voting/go.sum;webeid/go.sum
gopkg.in/yaml.v3	v3.0.1	h1:fxVm/GzAzEWqLHuvctI91KS9hhNmmWOoWu0XTYJS7CA=	h1:K4uyk7z7BCEPqu6E+C64Yfv1cQ7kz7rIZviUmN+EgEM=	choices/go.sum;choices/go.sum;common/collector/go.sum;common/collector/go.sum;mid/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;sessionstatus/go.sum;smartid/go.sum;smartid/go.sum;storage/go.sum;storage/go.sum;verification/go.sum;verification/go.sum;votesorder/go.sum;votesorder/go.sum;voting/go.sum;voting/go.sum;webeid/go.sum;webeid/go.sum;xroad-service/go.sum;xroad-service/go.sum
honnef.co/go/tools	v0.0.0-20190102054323-c2f93a96b099		h1:rf3lG4BRIbNafJWhAfAdb/ePZxsR/4RtNHQocxwk9r4=	core/go.sum
honnef.co/go/tools	v0.0.0-20190106161140-3f1c8253044a		h1:rf3lG4BRIbNafJWhAfAdb/ePZxsR/4RtNHQocxwk9r4=	core/go.sum
honnef.co/go/tools	v0.0.0-20190418001031-e561f6794a2a		h1:rf3lG4BRIbNafJWhAfAdb/ePZxsR/4RtNHQocxwk9r4=	core/go.sum
honnef.co/go/tools	v0.0.1-2019.2.3		h1:a3bituU0lyd329TUQxRnasdCoJDkEUEAqEt0JzvZhAg=	core/go.sum
nullprogram.com/x/optparse	v1.0.0		h1:KdyPE+Igbe0jQUrVfMqDMeJQIJZEuyV7pjYmp6pbG50=	xroad-service/go.sum
rsc.io/binaryregexp	v0.2.0		h1:qTv7/COck+e2FymRvadv62gMdZztPaShugOCi3I+8D8=	core/go.sum
rsc.io/pdf	v0.1.1		h1:n8OzWcQ6Sp37PL01nO98y4iUCRdTGarVfzxY20ICaU4=	xroad-service/go.sum
tivi.io/core	v0.2.2-0.20241127235149-149435f9e4f4	h1:NgIyqKugpgiIia6wiRM6I9E1XStcitd1x8wIs0z75f8=	h1:iVb6IvZMOrl1JPCwSkeVv7sV7Cd9cDjmyCg4xOvRL+w=	common/collector/go.sum;common/collector/go.sum;voting/go.sum;voting/go.sum
