module	version	go_sum_h1	go_mod_h1	declared_in
github.com/mattn/go-isatty	v0.0.3		h1:M+lRXTBqGeGNdLjl/ufCoiOlB5xdOkqRJdNxMWT7Zi4=	core/go.sum
github.com/matttproud/golang_protobuf_extensions	v1.0.1		h1:D8He9yQNgCq6Z5Ld7szi9bcBfOoFv/3dc6xSMkL2PC0=	core/go.sum
github.com/miekg/dns	v1.0.14		h1:W1PPwlIAgtquWBMBEV9nkV9Cazfe8ScdGz/Lj7v3Nrg=	core/go.sum
github.com/mitchellh/cli	v1.0.0		h1:hNIlj7HEI86fIcpObd7a0FcrxTWetlwJDGcceTlRvqc=	core/go.sum
github.com/mitchellh/go-homedir	v1.0.0		h1:SfyaCUpYCn1Vlf4IUYiD9fPX4A5wJrkLzIz1N1q0pr0=	core/go.sum
github.com/mitchellh/go-homedir	v1.1.0		h1:SfyaCUpYCn1Vlf4IUYiD9fPX4A5wJrkLzIz1N1q0pr0=	core/go.sum
github.com/mitchellh/go-testing-interface	v1.0.0		h1:kRemZodwjscx+RGhAo8eIhFbs2+BFgRtFPeD/KE+zxI=	core/go.sum
github.com/mitchellh/gox	v0.4.0		h1:Sd9lOJ0+aimLBi73mGofS1ycjY8lL3uZM3JPS42BGNg=	core/go.sum
github.com/mitchellh/iochan	v1.0.0		h1:JwYml1nuB7xOzsp52dPpHFffvOCDupsG0QubkSMEySY=	core/go.sum
github.com/mitchellh/mapstructure	v0.0.0-20160808181253-ca63d7c062ee		h1:FVVH3fgwuzCH5S8UJGiWEs2h04kUh9fWfEaFds41c1Y=	core/go.sum
github.com/mitchellh/mapstructure	v1.1.2		h1:FVVH3fgwuzCH5S8UJGiWEs2h04kUh9fWfEaFds41c1Y=	core/go.sum
github.com/modern-go/concurrent	v0.0.0-20180228061459-e0a39a4cb421		h1:6dJC0mAP4ikYIbvyc7fijjWJddQyLn8Ig3JB5CqoB9Q=	xroad-service/go.sum
github.com/modern-go/concurrent	v0.0.0-20180306012644-bacd9c7ef1dd	h1:TRLaZ9cD/w8PVh93nsPXa1VrQ6jlwL5oN8l14QlcNfg=	h1:6dJC0mAP4ikYIbvyc7fijjWJddQyLn8Ig3JB5CqoB9Q=	core/go.sum;xroad-service/go.sum;xroad-service/go.sum
github.com/modern-go/reflect2	v1.0.1		h1:bx2lNnkwVCuqBIxFjflWJWanXIb3RllmbCylyMrvgv0=	core/go.sum
github.com/modern-go/reflect2	v1.0.2	h1:xBagoLtFs94CBntxluKeaWgTMpvLxC4ur3nMaC9Gz0M=	h1:yWuevngMOJpCy52FWWMvUC8ws7m/LJsjYzDa0/r8luk=	xroad-service/go.sum;xroad-service/go.sum
github.com/mwitkow/go-conntrack	v0.0.0-20161129095857-cc309e4a2223		h1:qRWi+5nqEBWmkhHvq77mSJWrCKwh8bxhgT7d/eI7P4U=	core/go.sum
github.com/oklog/ulid	v1.3.1		h1:CirwcVhetQ6Lv90oh/F+FBtV6XMibvdAFo93nm5qn4U=	core/go.sum
github.com/pascaldekloe/goe	v0.0.0-20180627143212-57f6aae5913c		h1:lzWF7FIEvWOWxwDKqyGYQf6ZUaNfKdP144TG7ZOy1lc=	core/go.sum
github.com/pelletier/go-toml	v1.2.0		h1:5z9KED0ma1S8pY6P1sdut58dfprrGBbd/94hg7ilaic=	core/go.sum
github.com/pelletier/go-toml	v1.6.0		h1:5N711Q9dKgbdkxHL+MEfF31hpT7l0S0s/t2kKREewys=	core/go.sum
github.com/pelletier/go-toml/v2	v2.2.2	h1:aYUidT7k73Pcl9nb2gScu7NSrKCSHIDE89b3+6Wq+LM=	h1:1t835xjRzz80PqgE6HHgN2JOsmgYu/h4qDAS4n929Rs=	xroad-service/go.sum;xroad-service/go.sum
github.com/pkg/errors	v0.8.0		h1:bwawxfHBFNV+L2hUp1rHADufV3IMtnDRdf1r5NINEl0=	core/go.sum
github.com/pkg/errors	v0.8.1	h1:iURUrRGxPUNPdy5/HRSm+Yj6okJ6UtLINN0Q9M4+h3I=	h1:bwawxfHBFNV+L2hUp1rHADufV3IMtnDRdf1r5NINEl0=	choices/go.sum;choices/go.sum;common/collector/go.sum;core/go.sum;mid/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;sessionstatus/go.sum;smartid/go.sum;smartid/go.sum;storage/go.sum;storage/go.sum;verification/go.sum;verification/go.sum;votesorder/go.sum;votesorder/go.sum;voting/go.sum;webeid/go.sum;webeid/go.sum
github.com/pkg/errors	v0.9.1	h1:FEBLx1zS214owpjy7qsBeixbURkuhQAwrK5UwLGTwt4=	h1:bwawxfHBFNV+L2hUp1rHADufV3IMtnDRdf1r5NINEl0=	common/collector/go.sum;common/collector/go.sum;core/go.sum;core/go.sum;voting/go.sum;voting/go.sum
github.com/plar/go-adaptive-radix-tree	v1.0.4	h1:Ucd8R6RH2E7RW8ZtDKrsWyOD3paG2qqJO0I20WQ8oWQ=	h1:Ot8d28EII3i7Lv4PSvBlF8ejiD/CtRYDuPsySJbSaK8=	core/go.sum;core/go.sum
github.com/pmezard/go-difflib	v1.0.0	h1:4DBwDE0NGyQoBHbLQYPwSUPoCMWR5BEzIk/f1lZbAQM=	h1:iKH77koFhYxTK1pcRnkKkqfTogsbg7gZNVY4sRDYZ/4=	choices/go.sum;choices/go.sum;common/collector/go.sum;common/collector/go.sum;core/go.sum;core/go.sum;mid/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;sessionstatus/go.sum;smartid/go.sum;smartid/go.sum;storage/go.sum;storage/go.sum;verification/go.sum;verification/go.sum;votesorder/go.sum;votesorder/go.sum;voting/go.sum;voting/go.sum;webeid/go.sum;webeid/go.sum;xroad-service/go.sum;xroad-service/go.sum
github.com/posener/complete	v1.1.1		h1:em0nMJCgc9GFtwrmVmEMR/ZL6WyhyjMBndrE9hABlRI=	core/go.sum
github.com/prologic/bitcask	v0.3.10	h1:HXygU8zCvW5gLpZ8aQECPk5iV/YQ3hcqdg/zVeES6s0=	h1:8RKJdbHLE7HFGLYSGu9slnYXSV7DMIucwVkaIYOk9GY=	core/go.sum;core/go.sum
github.com/prometheus/client_golang	v0.9.1		h1:7SWBe2y4D6OKWSNQJUaRYU/AaXPKyh/dDVn+NZz0KFw=	core/go.sum
github.com/prometheus/client_golang	v0.9.3		h1:/TN21ttK/J9q6uSwhBd54HahCDft0ttaMvbicHlPoso=	core/go.sum
github.com/prometheus/client_model	v0.0.0-20180712105110-5c3871d89910		h1:MbSGuTsp3dbXC40dX6PRTWyKYBIrTGTE9sqQNg2J8bo=	core/go.sum
github.com/prometheus/client_model	v0.0.0-20190129233127-fd36f4220a90		h1:xMI15A0UPsDsEKsMN9yxemIoYk6Tm2C1GtYGdfGttqA=	core/go.sum
github.com/prometheus/common	v0.0.0-20181113130724-41aa239b4cce		h1:daVV7qP5qjZbuso7PdcryaAu0sAZbrN9i7WWcTMWvro=	core/go.sum
github.com/prometheus/common	v0.4.0		h1:TNfzLD0ON7rHzMJeJkieUDPYmFC7Snx/y86RQel1bk4=	core/go.sum
github.com/prometheus/procfs	v0.0.0-20181005140218-185b4288413d		h1:c3At6R/oaqEKCNdg8wHV1ftS6bRYblBhIjjI8uT2IGk=	core/go.sum
github.com/prometheus/procfs	v0.0.0-20190507164030-5867b95ac084		h1:TjEm7ze935MbeOT/UhFTIMYKhuLP4wbCsTZCD3I8kEA=	core/go.sum
github.com/prometheus/tsdb	v0.7.1		h1:qhTCs0VvXwvX/y3TZrWD7rabWM+ijKTux40TwIPHuXU=	core/go.sum
github.com/rogpeppe/fastuuid	v0.0.0-20150106093220-6724a57986af		h1:XWv6SoW27p1b0cqNHllgS5HIMJraePCO15w5zCzIWYg=	core/go.sum
github.com/rogpeppe/go-internal	v1.3.0		h1:M8bDsm7K2OlrFYOpmOWEs/qY81heoFRclV5y23lUDJ4=	core/go.sum
github.com/russross/blackfriday/v2	v2.0.1		h1:+Rmxgy9KzJVeS9/2gXHxylqXiyQDYRxCVz55jmeOWTM=	core/go.sum
github.com/ryanuber/columnize	v0.0.0-20160712163229-9b3edd62028f		h1:sm1tb6uqfes/u+d4ooFouqFdy9/2g9QGwK3SQygK0Ts=	core/go.sum
github.com/sean-/seed	v0.0.0-20170313163322-e2103e2c3529		h1:DxrIzT+xaE7yg65j358z/aeFdxmN0P9QXhEzd20vsDc=	core/go.sum
github.com/shurcooL/sanitized_anchor_name	v1.0.0		h1:1NzhyTcUVG4SuEtjjoZeVRXNmyL/1OwPU0+IJeTBvfc=	core/go.sum
github.com/sirupsen/logrus	v1.2.0		h1:LxeOpSwHxABJmUn/MG1IvRgCAasNZTLOkJPxbbu5VWo=	core/go.sum
github.com/sirupsen/logrus	v1.7.0		h1:yWOB1SBYBC5VeMP7gHvWumXLIWorT60ONWic61uBYv0=	core/go.sum
github.com/sirupsen/logrus	v1.9.3	h1:dueUQJ1C2q9oE3F7wvmSGAaVtTmUizReu6fjN8uqzbQ=	h1:naHLuLoDiP4jHNo9R0sCBMtWGeIprob74mVsIT4qYEQ=	xroad-service/go.sum;xroad-service/go.sum
github.com/smartystreets/assertions	v0.0.0-20180927180507-b2de0cb4f26d		h1:OnSkiWE9lh6wB0YB77sQom3nweQdgAjqCqsofrRNTgc=	core/go.sum
github.com/smartystreets/goconvey	v1.6.4		h1:syvi0/a8iFYH4r/RixwvyeAJjdLS9QV7WQ/tjFTllLA=	core/go.sum
github.com/soheilhy/cmux	v0.1.4		h1:IM3LyeVVIOuxMH7sFAkER9+bJ4dT7Ms6E4xg4kGIyLM=	core/go.sum
github.com/spaolacci/murmur3	v0.0.0-20180118202830-f09979ecbc72		h1:JwIasOWyU6f++ZhiEuf87xNszmSA2myDM2Kzu9HwQUA=	core/go.sum
github.com/spf13/afero	v1.1.2		h1:j4pytiNVoe2o6bmDsKpLACNPDBIoEAkihy7loJ1B0CQ=	core/go.sum
github.com/spf13/afero	v1.2.2		h1:9ZxEEn6pIJ8Rxe320qSDBk6AsU0r9pR7Q4OcevTdifk=	core/go.sum
github.com/spf13/cast	v1.3.0		h1:Qx5cxh0v+4UWYiBimWS+eyWzqEqokIECu5etghLkUJE=	core/go.sum
github.com/spf13/cast	v1.3.1		h1:Qx5cxh0v+4UWYiBimWS+eyWzqEqokIECu5etghLkUJE=	core/go.sum
github.com/spf13/cobra	v0.0.7		h1:/6GTrnGXV9HjY+aR4k0oJ5tcvakLuG6EuKReYlHNrgE=	core/go.sum
github.com/spf13/jwalterweatherman	v1.0.0		h1:cQK4TGJAtQXfYWX+Ddv3mKDzgVb68N+wFjFa4jdeBTo=	core/go.sum
github.com/spf13/jwalterweatherman	v1.1.0		h1:aNWZUN0dPAAO/Ljvb5BEdw96iTZ0EXowPYD95IqWIGo=	core/go.sum
github.com/spf13/pflag	v1.0.3		h1:DYY7MBk1bdzusC3SYhjObp+wFpr4gzcvqqNjLnInEg4=	core/go.sum
github.com/spf13/pflag	v1.0.5		h1:McXfInJRrz4CZXVZOBLb0bTZqETkiAhM9Iw0y3An2Bg=	core/go.sum
github.com/spf13/viper	v1.4.0		h1:PTJ7Z/lr49W6bUbkmS1V3by4uWynFiR9p7+dSq/yZzE=	core/go.sum
github.com/spf13/viper	v1.7.1		h1:8WkrPz2fc9jxqZNCJI/76HCieCp4Q8HaLFoCha5qpdg=	core/go.sum
github.com/stretchr/objx	v0.1.0		h1:HFkY916IF+rwdDfMAkV7OtwuqBVzrE8GR6GFx+wExME=	choices/go.sum;common/collector/go.sum;core/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;smartid/go.sum;storage/go.sum;verification/go.sum;votesorder/go.sum;voting/go.sum;webeid/go.sum;xroad-service/go.sum
github.com/stretchr/objx	v0.1.1		h1:HFkY916IF+rwdDfMAkV7OtwuqBVzrE8GR6GFx+wExME=	core/go.sum
github.com/stretchr/objx	v0.2.0	h1:Hbg2NidpLE8veEBkEZTL3CvlkUIVzuU9jDplZO54c48=	h1:qt09Ya8vawLte6SNmTgCsAVtYtaKzEcn8ATUoHMkEqE=	core/go.sum;core/go.sum
github.com/stretchr/objx	v0.4.0		h1:YvHI0jy2hoMjB+UWwv71VJQ9isScKT/TqJzVSSt89Yw=	xroad-service/go.sum
github.com/stretchr/objx	v0.5.0		h1:Yh+to48EsGEfYuaHDzXPcE3xhTkx73EhmCGUpEOglKo=	xroad-service/go.sum
github.com/stretchr/objx	v0.5.2		h1:FRsXN1f5AsAjCGJKqEizvkpNtU+EGNCLh3NxZ/8L+MA=	xroad-service/go.sum
github.com/stretchr/testify	v1.2.2		h1:a8OnRcib4nhh0OaRAV+Yts87kKdq0PP7pXfy6kDkUVs=	core/go.sum
github.com/stretchr/testify	v1.3.0		h1:M5WIy9Dh21IEIfnGCwXGc5bZfKNJtfHm1UVUgZn+9EI=	choices/go.sum;common/collector/go.sum;core/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;smartid/go.sum;storage/go.sum;verification/go.sum;votesorder/go.sum;voting/go.sum;webeid/go.sum;xroad-service/go.sum
github.com/stretchr/testify	v1.6.1	h1:hDPOHmpOpP40lSULcqw7IrRb/u7w6RpDC9399XyoNd0=	h1:6Fq8oRcR53rry900zMqJjRRixrwX3KX962/h/Wwjteg=	core/go.sum;core/go.sum
github.com/stretchr/testify	v1.7.0		h1:6Fq8oRcR53rry900zMqJjRRixrwX3KX962/h/Wwjteg=	choices/go.sum;common/collector/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;smartid/go.sum;storage/go.sum;verification/go.sum;votesorder/go.sum;voting/go.sum;webeid/go.sum;xroad-service/go.sum
github.com/stretchr/testify	v1.7.1		h1:6Fq8oRcR53rry900zMqJjRRixrwX3KX962/h/Wwjteg=	xroad-service/go.sum
github.com/stretchr/testify	v1.8.0		h1:yNjHg4UonilssWZ8iaSj1OCr/vHnekPRkoO+kdMU+MU=	xroad-service/go.sum
github.com/stretchr/testify	v1.8.1		h1:w2LPCIKwWwSfY2zedu0+kehJoqGctiVI29o6fzry7u4=	xroad-service/go.sum
github.com/stretchr/testify	v1.8.4		h1:sz/lmYIOXD/1dqDmKjjqLyZ2RngseejIcXlSw2iwfAo=	xroad-service/go.sum
github.com/stretchr/testify	v1.9.0	h1:HtqpIVDClZ4nwg75+f6Lvsy/wHu+3BoSGCbBAcpTsTg=	h1:r2ic/lqez/lEtzL7wO/rwa5dbSLXVDPFyf8C91i36aY=	choices/go.sum;choices/go.sum;common/collector/go.sum;common/collector/go.sum;mid/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;sessionstatus/go.sum;smartid/go.sum;smartid/go.sum;storage/go.sum;storage/go.sum;verification/go.sum;verification/go.sum;votesorder/go.sum;votesorder/go.sum;voting/go.sum;voting/go.sum;webeid/go.sum;webeid/go.sum;xroad-service/go.sum;xroad-service/go.sum
github.com/subosito/gotenv	v1.2.0		h1:N0PQaV/YGNqwC0u51sEeR/aUtSLEXKX9iv69rRypqCw=	core/go.sum
github.com/tidwall/btree	v0.2.2		h1:huei1BkDWJ3/sLXmO+bsCNELL+Bp2Kks9OLyQFkzvA8=	core/go.sum
github.com/tidwall/match	v1.0.1		h1:LujAq0jyVjBy028G1WhWfIzbpQfMO8bBZ6Tyb0+pL9E=	core/go.sum
github.com/tidwall/redcon	v1.4.0		h1:IGzxyoKE3Ea5AWIXo/ZHP+hzY8sWXaMKr7KlFgcWSZU=	core/go.sum
github.com/tmc/grpc-websocket-proxy	v0.0.0-20190109142713-0ad062ec5ee5		h1:ncp9v5uamzpCO7NfCPTXjqaC+bZgJeR0sMTm6dMHP7U=	core/go.sum
github.com/twitchyliquid64/golang-asm	v0.15.1	h1:SU5vSMR7hnwNxj24w34ZyCi/FmDZTkS4MhqMhdFk5YI=	h1:a1lVb/DtPvCB8fslRZhAngC2+aY1QWCk3Cedj/Gdt08=	xroad-service/go.sum;xroad-service/go.sum
github.com/ugorji/go	v1.1.4		h1:uQMGLiO92mf5W77hV/PUCpI3pbzQx3CRekS0kk+RGrc=	core/go.sum
github.com/ugorji/go/codec	v1.2.12	h1:9LC83zGrHhuUA9l16C9AHXAqEV/2wBQ4nkvumAE65EE=	h1:UNopzCgEMSXjBc6AOMqYvWC1ktqTAfzJZUZgYf6w6lg=	xroad-service/go.sum;xroad-service/go.sum
github.com/xiang90/probing	v0.0.0-20190116061207-43a291ad63a2		h1:UETIi67q53MR2AWcXfiuqkDkRtnGDLqkBTpCHuJHxtU=	core/go.sum
github.com/xordataexchange/crypt	v0.0.3-0.20170626215501-b2862e3d0a77		h1:aYKd//L2LvnjZzWKhF00oedf4jCCReLcmhLdhm1A27Q=	core/go.sum
github.com/yuin/goldmark	v1.1.27		h1:3hX8gzYuyVAZsxl0MRgGTJEmQBFcNTphYh9decYSb74=	choices/go.sum;common/collector/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;smartid/go.sum;storage/go.sum;verification/go.sum;votesorder/go.sum;voting/go.sum;webeid/go.sum
github.com/yuin/goldmark	v1.2.1		h1:3hX8gzYuyVAZsxl0MRgGTJEmQBFcNTphYh9decYSb74=	choices/go.sum;common/collector/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;smartid/go.sum;storage/go.sum;verification/go.sum;votesorder/go.sum;voting/go.sum;webeid/go.sum
go.etcd.io/bbolt	v1.3.2	h1:Z/90sZLPOeCy2PwprqkFa25PdkusRzaj9P8zm/KNyvk=	h1:IbVyRI1SCnLcuJnV2u8VeU0CEYM7e686BmAb1XKL+uU=	core/go.sum;core/go.sum
go.etcd.io/etcd/api/v3	v3.5.17	h1:cQB8eb8bxwuxOilBpMJAEo8fAONyrdXTHUNcMd8yT1w=	h1:d1hvkRuXkts6PmaYk2Vrgqbv7H4ADfAKhyJqHNLJCB4=	choices/go.sum;choices/go.sum;common/collector/go.sum;common/collector/go.sum;mid/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;sessionstatus/go.sum;smartid/go.sum;smartid/go.sum;storage/go.sum;storage/go.sum;verification/go.sum;verification/go.sum;votesorder/go.sum;votesorder/go.sum;voting/go.sum;voting/go.sum;webeid/go.sum;webeid/go.sum
go.etcd.io/etcd/client/pkg/v3	v3.5.17	h1:XxnDXAWq2pnxqx76ljWwiQ9jylbpC4rvkAeRVOUKKVw=	h1:4DqK1TKacp/86nJk4FLQqo6Mn2vvQFBmruW3pP14H/w=	choices/go.sum;choices/go.sum;common/collector/go.sum;common/collector/go.sum;mid/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;sessionstatus/go.sum;smartid/go.sum;smartid/go.sum;storage/go.sum;storage/go.sum;verification/go.sum;verification/go.sum;votesorder/go.sum;votesorder/go.sum;voting/go.sum;voting/go.sum;webeid/go.sum;webeid/go.sum
go.etcd.io/etcd/client/v3	v3.5.17	h1:o48sINNeWz5+pjy/Z0+HKpj/xSnBkuVhVvXkjEXbqZY=	h1:j2d4eXTHWkT2ClBgnnEPm/Wuu7jsqku41v9DZ3OtjQo=	choices/go.sum;choices/go.sum;common/collector/go.sum;common/collector/go.sum;mid/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;sessionstatus/go.sum;smartid/go.sum;smartid/go.sum;storage/go.sum;storage/go.sum;verification/go.sum;verification/go.sum;votesorder/go.sum;votesorder/go.sum;voting/go.sum;voting/go.sum;webeid/go.sum;webeid/go.sum
go.opencensus.io	v0.21.0		h1:mSImk1erAIZhrmZN+AvHh14ztQfjbGwt4TtuofqLduU=	core/go.sum
go.opencensus.io	v0.22.0		h1:+kGneAE2xo2IficOXnaByMWTGM9T73dGwxeWcUqIpI8=	core/go.sum
go.uber.org/atomic	v1.4.0		h1:gD2HeocX3+yG+ygLZcrzQJaqmWj9AIm7n08wl/qW/PE=	core/go.sum
go.uber.org/atomic	v1.7.0	h1:ADUqmZGgLDDfbSL9ZmPxKTybcoEYHgpYfELNoN+7hsw=	h1:fEN4uk6kAWBTFdckzkM89CLk9XfWZrxpCo0nPH17wJc=	choices/go.sum;choices/go.sum;common/collector/go.sum;common/collector/go.sum;mid/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;sessionstatus/go.sum;smartid/go.sum;smartid/go.sum;storage/go.sum;storage/go.sum;verification/go.sum;verification/go.sum;votesorder/go.sum;votesorder/go.sum;voting/go.sum;voting/go.sum;webeid/go.sum;webeid/go.sum
go.uber.org/multierr	v1.1.0		h1:wR5kodmAFQ0UK8QlbwjlSNy0Z68gJhDJUG5sjR94q/0=	core/go.sum
go.uber.org/multierr	v1.6.0	h1:y6IPFStTAIT5Ytl7/XYmHvzXQ7S3g/IeZW9hyZ5thw4=	h1:cdWPpRnG4AhwMwsgIHip0KRBQjJy5kYEpYjJxpXp9iU=	choices/go.sum;choices/go.sum;common/collector/go.sum;common/collector/go.sum;mid/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;sessionstatus/go.sum;smartid/go.sum;smartid/go.sum;storage/go.sum;storage/go.sum;verification/go.sum;verification/go.sum;votesorder/go.sum;votesorder/go.sum;voting/go.sum;voting/go.sum;webeid/go.sum;webeid/go.sum
go.uber.org/zap	v1.10.0		h1:vwi/ZaCAaUcBkycHslxD9B2zi4UTXhF60s6SWpuDF0Q=	core/go.sum
go.uber.org/zap	v1.17.0	h1:MTjgFu6ZLKvY6Pvaqk97GlxNBuMpV4Hy/3P6tRGlI2U=	h1:MXVU+bhUf/A7Xi2HNOnopQOrmycQ5Ih87HtOu4q5SSo=	choices/go.sum;choices/go.sum;common/collector/go.sum;common/collector/go.sum;mid/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;sessionstatus/go.sum;smartid/go.sum;smartid/go.sum;storage/go.sum;storage/go.sum;verification/go.sum;verification/go.sum;votesorder/go.sum;votesorder/go.sum;voting/go.sum;voting/go.sum;webeid/go.sum;webeid/go.sum
golang.org/x/arch	v0.0.0-20210923205945-b76863e36670		h1:5om86z9Hs0C8fWVUuoMHwpExlXzs5Tkyp9hOrfG7pp8=	xroad-service/go.sum
golang.org/x/arch	v0.8.0	h1:3wRIsP3pM4yUptoR96otTUOXI367OS0+c9eeRi9doIc=	h1:FEVrYAQjsQXMVJ1nsMoVVXPZg6p2JE2mx8psSWTDQys=	xroad-service/go.sum;xroad-service/go.sum
golang.org/x/crypto	v0.0.0-20180904163835-0709b304e793		h1:6SG95UA2DQfeDnfUPMdvaQW0Q7yPrPDi9nlGo2tz2b4=	core/go.sum
golang.org/x/crypto	v0.0.0-20181029021203-45a5f77698d3		h1:6SG95UA2DQfeDnfUPMdvaQW0Q7yPrPDi9nlGo2tz2b4=	core/go.sum
golang.org/x/crypto	v0.0.0-20190308221718-c2843e01d9a2		h1:djNgcEr1/C05ACkg1iLfiJU5Ep61QUkGW8qpdssI0+w=	choices/go.sum;common/collector/go.sum;core/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;smartid/go.sum;storage/go.sum;verification/go.sum;votesorder/go.sum;voting/go.sum;webeid/go.sum
golang.org/x/crypto	v0.0.0-20190510104115-cbcb75029529		h1:yigFU9vqHzYiE8UmvKecakEJjdnWj3jj499lnFckfCI=	core/go.sum
golang.org/x/crypto	v0.0.0-20190605123033-f99c8df09eb5		h1:yigFU9vqHzYiE8UmvKecakEJjdnWj3jj499lnFckfCI=	core/go.sum
golang.org/x/crypto	v0.0.0-20191011191535-87dc89f01550		h1:yigFU9vqHzYiE8UmvKecakEJjdnWj3jj499lnFckfCI=	choices/go.sum;common/collector/go.sum;core/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;smartid/go.sum;storage/go.sum;verification/go.sum;votesorder/go.sum;voting/go.sum;webeid/go.sum
golang.org/x/crypto	v0.0.0-20200622213623-75b288015ac9		h1:LzIPMQfyMNhhGPhUkYOs5KpL4U8rLKemX1yGLhDgUto=	choices/go.sum;common/collector/go.sum;mid/go.sum;sessionstatus/api/go.sum;sessionstatus/go.sum;smartid/go.sum;storage/go.sum;verification/go.sum;votesorder/go.sum;voting/go.sum;webeid/go.sum
golang.org/x/crypto	v0.11.1-0.20230711161743-2e82bdd1719d	h1:LiA25/KWKuXfIq5pMIBq1s5hz3HQxhJJSu/SUGlD+SM=	h1:xgJhtzW8F9jGdVFWZESrid1U1bjeNy4zgy5cRr/CIio=	core/go.sum;core/go.sum
golang.org/x/crypto	v0.23.0	h1:dIJU/v2J8Mdglj/8rJ6UUOM3Zc9zLZxVZwwxMooUSAI=	h1:CKFgDieR+mRhux2Lsu27y0fO304Db0wZe70UKqHu0v8=	xroad-service/go.sum;xroad-service/go.sum
golang.org/x/crypto	v0.27.0	h1:GXm2NjJrPaiv/h1tb2UH8QfgC/hOf/+z0p6PT8o1w7A=	h1:1Xngt8kV6Dvbssa53Ziq6Eqn0HqbZi5Z6R0ZpwQzt70=	common/collector/go.sum;common/collector/go.sum;voting/go.sum;voting/go.sum
golang.org/x/exp	v0.0.0-20190121172915-509febef88a4		h1:CJ0aWSM057203Lf6IL+f9T1iT9GByDxfZKAQTCR3kQA=	core/go.sum
golang.org/x/exp	v0.0.0-20190306152737-a1d7652674e8		h1:CJ0aWSM057203Lf6IL+f9T1iT9GByDxfZKAQTCR3kQA=	core/go.sum
golang.org/x/exp	v0.0.0-20190510132918-efd6b22b2522		h1:ZjyILWgesfNpC6sMxTJOJm9Kp84zZh5NQWvqDGG3Qr8=	core/go.sum
golang.org/x/exp	v0.0.0-20190829153037-c13cbed26979		h1:86+5VVa7VpoJ4kLfm080zCjGlMRFzhUhsZKEZO7MGek=	core/go.sum
golang.org/x/exp	v0.0.0-20191030013958-a1ab85dbe136		h1:JXzH8nQsPlswgeRAPE3MuO9GYsAcnJvJ4vnMwN/5qkY=	core/go.sum
golang.org/x/exp	v0.0.0-20200228211341-fcea875c7e85		h1:4M0jN8W1tt0AVLNr8HDosyJCDCDuyL9N9+3m7wDWgKw=	core/go.sum
golang.org/x/exp	v0.0.0-20221011201855-a3968a42eed6	h1:+hSdOdB7nHAFs+EDQXTvkJj7kUMugNAcE2x+BwxlVt4=	h1:cyybsKvd6eL0RnXn6p/Grxp8F5bW7iYuBgsNCOHpMYE=	core/go.sum;core/go.sum
golang.org/x/image	v0.0.0-20190227222117-0694c2d4d067		h1:kZ7UVZpmo3dzQBMxlp+ypCbDeSB+sBbTgSJuh5dn5js=	core/go.sum
golang.org/x/image	v0.0.0-20190802002840-cff245a6509b		h1:FeLwcggjj3mMvU+oOTbSwawSJRM1uh48EjtB4UJZlP0=	core/go.sum
golang.org/x/lint	v0.0.0-20181026193005-c67002cb31c3		h1:UVdnD1Gm6xHRNCYTkRU2/jEulfH38KcIWyp/GAMgvoE=	core/go.sum
golang.org/x/lint	v0.0.0-20190227174305-5b3e6a55c961		h1:wehouNa3lNwaWXcvxsM5YxQ5yQlVC4a0KAMCusXpPoU=	core/go.sum
golang.org/x/lint	v0.0.0-20190301231843-5614ed5bae6f		h1:UVdnD1Gm6xHRNCYTkRU2/jEulfH38KcIWyp/GAMgvoE=	core/go.sum
golang.org/x/lint	v0.0.0-20190313153728-d0100b6bd8b3		h1:6SW0HCj/g11FgYtHlgUYUwCkIfeOF89ocIRzGO/8vkc=	core/go.sum
golang.org/x/lint	v0.0.0-20190409202823-959b441ac422		h1:6SW0HCj/g11FgYtHlgUYUwCkIfeOF89ocIRzGO/8vkc=	core/go.sum
